Price,price
Ticker,SPY
Date,
2000-01-03,91.61702728271484
2000-01-04,88.03426361083984
2000-01-05,88.19174194335938
2000-01-06,86.77436828613281
2000-01-07,91.81388092041016
2000-01-10,92.12886810302734
2000-01-11,91.02645874023438
2000-01-12,90.1209716796875
2000-01-13,91.34149932861328
2000-01-14,92.58161163330078
2000-01-18,91.8532485961914
2000-01-19,92.60135650634766
2000-01-20,91.18396759033203
2000-01-21,90.98709106445312
2000-01-24,88.40833282470703
2000-01-25,89.41226959228516
2000-01-26,88.70358276367188
2000-01-27,88.34920501708984
2000-01-28,85.59324645996094
2000-01-31,87.91614532470703
2000-02-01,88.78231811523438
2000-02-02,88.8610610961914
2000-02-03,90.19970703125
2000-02-04,89.82565307617188
2000-02-07,89.68785858154297
2000-02-08,90.90837860107422
2000-02-09,88.9988784790039
2000-02-10,89.1760482788086
2000-02-11,87.36495208740234
2000-02-14,87.87675476074219
2000-02-15,88.87091827392578
2000-02-16,87.56181335449219
2000-02-17,87.10905456542969
2000-02-18,85.23889923095703
2000-02-22,85.0223617553711
2000-02-23,86.0263442993164
2000-02-24,84.29401397705078
2000-02-25,83.98887634277344
2000-02-28,85.750732421875
2000-02-29,86.57749938964844
2000-03-01,87.20745849609375
2000-03-02,87.26651000976562
2000-03-03,88.9004135131836
2000-03-06,88.03426361083984
2000-03-07,86.33145141601562
2000-03-08,86.22321319580078
2000-03-09,88.74295043945312
2000-03-10,88.27046203613281
2000-03-13,87.30591583251953
2000-03-14,86.06568908691406
2000-03-15,88.0736312866211
2000-03-16,92.18791961669922
2000-03-17,92.79719543457031
2000-03-20,92.32356262207031
2000-03-21,94.21817016601562
2000-03-22,94.79056549072266
2000-03-23,96.40884399414062
2000-03-24,96.98116302490234
2000-03-27,95.95491790771484
2000-03-28,95.40238952636719
2000-03-29,95.5009994506836
2000-03-30,93.90238952636719
2000-03-31,94.9681625366211
2000-04-03,95.520751953125
2000-04-04,94.81027221679688
2000-04-05,94.21817016601562
2000-04-06,95.0372543334961
2000-04-07,95.63912963867188
2000-04-10,95.26420593261719
2000-04-11,94.98787689208984
2000-04-12,92.3828125
2000-04-13,91.09992980957031
2000-04-14,85.88972473144531
2000-04-17,88.88953399658203
2000-04-18,91.23814392089844
2000-04-19,90.38947296142578
2000-04-20,90.82366943359375
2000-04-24,89.83686828613281
2000-04-25,93.56693267822266
2000-04-26,92.51105499267578
2000-04-27,92.20516967773438
2000-04-28,91.63282775878906
2000-05-01,92.87617492675781
2000-05-02,91.02103424072266
2000-05-03,88.88953399658203
2000-05-04,89.56056213378906
2000-05-05,90.64603424072266
2000-05-08,89.96515655517578
2000-05-09,89.24480438232422
2000-05-10,87.23175048828125
2000-05-11,89.22502136230469
2000-05-12,90.19207763671875
2000-05-15,91.75123596191406
2000-05-16,92.639404296875
2000-05-17,91.67231750488281
2000-05-18,90.54735565185547
2000-05-19,89.12632751464844
2000-05-22,88.45536804199219
2000-05-23,87.1528091430664
2000-05-24,88.57377624511719
2000-05-25,87.05411529541016
2000-05-26,87.1528091430664
2000-05-30,89.99475860595703
2000-05-31,90.19207763671875
2000-06-01,91.77099609375
2000-06-02,93.36956024169922
2000-06-05,92.9156265258789
2000-06-06,92.50115966796875
2000-06-07,93.14259338378906
2000-06-08,92.77747344970703
2000-06-09,92.58008575439453
2000-06-12,91.49465942382812
2000-06-13,93.21165466308594
2000-06-14,93.36956024169922
2000-06-15,93.56693267822266
2000-06-16,92.79805755615234
2000-06-19,93.98501586914062
2000-06-20,93.64875793457031
2000-06-21,93.60916137695312
2000-06-22,92.18482208251953
2000-06-23,91.39360046386719
2000-06-26,92.5705795288086
2000-06-27,91.88814544677734
2000-06-28,92.14530944824219
2000-06-29,91.27487182617188
2000-06-30,91.96723937988281
2000-07-03,93.23328399658203
2000-07-05,91.55181884765625
2000-07-06,92.26399230957031
2000-07-07,93.74761199951172
2000-07-10,93.58938598632812
2000-07-11,93.78722381591797
2000-07-12,94.40044403076172
2000-07-13,94.8158950805664
2000-07-14,95.74562072753906
2000-07-17,95.5873794555664
2000-07-18,94.80599212646484
2000-07-19,94.04438018798828
2000-07-20,95.3499984741211
2000-07-21,93.49047088623047
2000-07-24,92.95635986328125
2000-07-25,93.25305938720703
2000-07-26,92.34312438964844
2000-07-27,92.02658081054688
2000-07-28,89.9494857788086
2000-07-31,90.5231704711914
2000-08-01,91.07709503173828
2000-08-02,91.53202819824219
2000-08-03,92.16506958007812
2000-08-04,92.65960693359375
2000-08-07,93.76744079589844
2000-08-08,94.12348937988281
2000-08-09,93.33218383789062
2000-08-10,92.87723541259766
2000-08-11,93.31243133544922
2000-08-14,94.49934387207031
2000-08-15,94.42025756835938
2000-08-16,94.08393859863281
2000-08-17,95.07302856445312
2000-08-18,94.75653076171875
2000-08-21,95.27086639404297
2000-08-22,95.1125717163086
2000-08-23,95.48844909667969
2000-08-24,95.7851791381836
2000-08-25,95.74562072753906
2000-08-28,96.07205963134766
2000-08-29,96.09185791015625
2000-08-30,95.1719741821289
2000-08-31,96.43800354003906
2000-09-01,96.53684997558594
2000-09-05,95.76541137695312
2000-09-06,94.67739868164062
2000-09-07,95.48844909667969
2000-09-08,94.8355941772461
2000-09-11,94.69717407226562
2000-09-12,94.00489044189453
2000-09-13,94.25209045410156
2000-09-14,94.72686004638672
2000-09-15,92.65440368652344
2000-09-18,91.80165100097656
2000-09-19,92.63459014892578
2000-09-20,91.95039367675781
2000-09-21,90.55228424072266
2000-09-22,92.19830322265625
2000-09-25,91.5438232421875
2000-09-26,90.3737564086914
2000-09-27,90.84973907470703
2000-09-28,92.0197982788086
2000-09-29,91.147216796875
2000-10-02,91.28604125976562
